,0
0,-0.03887370069607754
1,0.012675292604832092
2,0.05935373264932262
3,0.06151359090156424
4,-0.025726377084614057
5,0.043686667559344514
6,0.022706390215292853
7,-0.09886944573702763
8,-0.09369738129508903
9,-0.11709190769243798
10,-0.02766714567767655
11,-0.021375549014717332
12,-0.05994292680363681
13,0.06087038975004783
14,0.05754717000245881
15,-0.08237937055768543
16,-0.03302695905559282
17,-0.07163791639878159
18,-0.041466177728725497
19,0.06703180350317543
20,0.08924955234170605
21,-0.039528032803741744
22,-0.07990125806098262
23,0.04912113760025312
24,0.03882377176775665
25,0.07639506149260472
26,-0.06858867703381993
27,0.038247661884103785
28,0.05439916704790878
29,-0.06470629946206383
30,0.08392856972760582
31,0.038194308939099225
32,-0.04801158802129195
33,-0.07225914881146712
34,-0.08194266847192958
35,0.014887255381324934
36,-0.0355006479753113
37,0.08840618035444137
38,0.05972765658939317
39,0.10454779694451255
40,0.0354011467069614
41,0.045372346560984725
42,-0.085316949485545
43,0.04747080231087846
44,-0.09532100956342208
45,-0.09209252077462368
46,0.012526751652152565
47,0.03149587618490527
48,0.032458048085019356
49,0.0646133619239217
50,-0.0756103149620528
51,-0.08680149944571137
52,0.02020075426852337
53,-0.11659984820400417
54,0.0652881573743953
55,-0.002908925918056076
56,0.11367295677117283
57,-0.05841759588801695
58,0.06520624719912847
59,0.012034452496813203
60,-0.0671548305452914
61,0.04378974952003288
62,-0.08673338810199646
63,-0.02322289958454052
64,0.028032551691191555
65,-0.024731921698961393
66,-0.012202994316101156
67,0.0026768856861417918
68,0.09477580761436113
69,0.09276421357149271
70,-0.029783359289297383
71,-0.013115154791798176
72,0.03823117406490202
73,-0.0263577014232997
74,0.10093154343134401
75,0.08565365161082139
76,0.04918791392278814
77,-0.0759167520058159
78,-0.02534997956368067
79,0.04168289834606083
80,0.030663570558259228
81,-0.1064859990243879
82,-0.03855117459804248
83,-0.045473673743301773
84,-0.07412457206884407
85,-0.09748502482793649
86,-0.0061974040641213065
87,0.05235540843348104
88,0.008374825226064225
89,-0.01250651374550662
90,0.08007688205390603
91,0.047932079643827466
92,0.09418372048651058
93,0.08890575448119122
94,0.06617302890022247
95,-0.09627567135658516
96,-0.006904191276677792
97,0.08719736251784291
98,0.04512724511492056
99,-0.07007108360905659
100,0.05047854509049464
101,0.07472418562184648
102,-0.06880948659015254
103,0.047577781290281056
104,-0.04215391844266776
105,0.0050840574421333945
106,-0.10904203970651637
107,-0.01973637154723103
108,0.10809700819619417
109,0.07148203338084755
110,-0.08434439059192973
111,-0.002440309762480466
112,-0.053368143878413314
113,-0.10650272555676303
114,0.024924004801921786
115,0.061695978989444025
116,0.0063348743234008095
117,-0.08107024240746465
118,0.012609953373655962
119,-0.0284749061513423
120,0.047076724291126054
121,-0.10495093144382521
122,-0.0885250879669173
123,0.03096318543542883
124,0.04622287410169289
125,-0.051585973369254134
126,-0.08614563685807332
127,0.001125458939901662
128,-0.08037939557612842
129,0.04412272194285543
130,0.08376629899298017
131,0.010446432652848297
132,-0.0669867930961809
133,-0.05643026703040343
134,-0.10149126124880282
135,-0.02285647773391782
136,0.034669319145611825
137,0.06819623423344487
138,-0.12277260900232233
139,0.04649392055564352
140,-0.08634835541826173
141,-0.04126694170800946
142,-0.046292788984568116
143,0.06729615910751885
144,-0.08690336244207134
145,0.08065836271588464
146,-0.08266870326491035
147,0.052443356171259906
148,0.052063599542712176
149,0.061464175184962735
150,-0.03340720949931913
151,0.09766168428715533
152,-0.0899416559064342
153,0.030493507719010656
154,0.06758291715093638
155,-0.058279722480978846
156,-0.049036817675834905
157,0.02819981484246783
158,-0.007040589151823673
159,-0.008573111894934834
160,0.052448768356959524
161,-0.028550821689612888
162,-0.0009242259354135218
163,-0.06190119404318194
164,0.05905026430604045
165,-0.09042411333782276
166,-0.054343583279506696
167,-0.053087221944464726
168,0.07097804325976939
169,-0.006709256433233766
170,0.07876288863742771
171,-0.0635581817539392
172,-0.09148501904281359
173,0.08602138092333554
174,0.11925744729847924
175,0.08339681507211014
176,0.13311869099011192
177,0.11952773132442794
178,0.0659313938671001
179,-0.04631144079709984
180,0.031052287833106255
181,0.10893077633527813
182,-0.03892197086466486
183,-0.02192182925638174
184,0.03235182357734682
185,-0.045797544995877515
186,-0.041318061531818724
187,-0.07205235462880524
188,0.08584961573403153
189,0.058629886802077584
190,-0.05382223254027305
191,0.03470489469133271
192,0.04742676007183018
193,0.010628385307539135
194,-0.005401028120148758
195,-0.03617754174965842
196,0.08097442851684934
197,-0.0686815144626898
198,0.00528185658370003
199,0.07556597127081568
200,0.10027610335129887
201,0.08304787469148903
202,0.057728680378586965
203,-0.03311651646308186
204,0.008621279448084338
205,-0.05026085733507173
206,-0.02065485407773948
207,0.01456547447766996
208,0.0471168282382823
209,-0.02350119349776016
210,-0.04301651441108199
211,-0.08468097668911265
212,-0.11059842563670862
213,-0.04532213085444854
214,-0.04585598569993396
215,0.0017318982959536719
216,0.08708538977342337
217,-0.09144071601661273
218,0.09135817293821955
219,-0.07407790491804737
220,-0.060408193264736745
221,0.06297223968084788
222,0.048253081187307555
223,-0.11402417562859515
224,0.01988240035684535
225,-0.09093988303873798
226,0.022951196903393957
227,-0.10022329570087975
228,-0.030942349795089613
229,0.016081945005391344
230,-0.07192526509664138
231,0.032889152736368256
232,0.029470708782181488
233,-0.0036607663232544347
234,-0.0523369994979384
235,0.027756865148115206
236,-0.0968952503144725
237,-0.0042452551098986265
238,0.1039259107263153
239,0.08827785067587697
240,0.062412110516795974
241,0.0005848797323685878
242,0.017472570049167968
243,-0.05197923737304546
244,0.09832480859825318
245,-0.09685483832198263
246,0.056344333678639884
247,-0.03535463386806464
248,0.005155455695801839
249,-0.09931320134819743
250,0.05094249615719934
251,0.02025891816211363
252,0.025233665052409766
253,-0.02975102487247618
254,-0.05587450977227915
255,0.0477161781286674
256,0.02452870977663333
257,0.017773741148447295
258,-0.1106184139262548
259,-0.020094201433919108
260,-0.05002429276485226
261,0.08821524053353044
262,0.007404852561431077
263,-0.0661435317057088
264,-0.08791022081662833
265,-0.0238043274397527
266,0.08022622021565731
267,0.08650355465742422
268,0.05405322787318301
269,0.054855332463962896
270,-0.02875747687974582
271,0.06111532526529074
272,0.07695930837197176
273,-0.05006241846707015
274,-0.06416403338088203
275,0.00585710001861732
276,0.0807448319709085
277,-0.03637805579728922
278,0.09853308913676623
279,0.07404392046855261
280,0.04733866907997247
281,0.024226447480796862
282,0.0330883029974732
283,0.09355641370004208
284,-0.1135228189739032
285,-0.031232238426039834
286,-0.04965985734580968
287,0.0029886186427286673
288,0.0323636883444976
289,-0.04746166064299739
290,-0.012021462813763577
291,-0.03210501100958934
292,-0.09523379498194084
293,-0.04444550896849918
294,0.11291665200168331
295,-0.05864424068979682
296,0.11215141060164119
297,-0.06363012668888618
298,-0.06807994565765668
299,-0.09160936273319345
300,0.03623196432651567
301,0.04668744064045031
302,0.04532790540606704
303,-0.015834612652356674
304,-0.07835504727401338
305,0.010062989526921636
306,0.014540621594831224
307,-0.04349936712859136
308,-0.06307307601151234
309,0.048982739660775994
310,-0.024452221212424855
311,0.07999223347532565
312,-0.08671560797342101
313,0.00027870752432873207
314,-0.035739920794006105
315,0.10546080688260252
316,-0.044554720308094625
317,0.03323467630578929
318,-0.021619920395686422
319,-0.03179388408060102
320,0.06283746246104738
321,0.08811417302162929
322,-0.10101450538588118
323,-0.03698648309632125
324,0.08582751895634436
325,0.09110586799408595
326,0.053470978492986855
327,-0.08780974154971022
328,0.061438613584581844
329,0.0914567979584597
330,-0.0753413322722819
331,-0.08875206083913639
332,0.07574517384313571
333,0.05082297204225075
334,0.03753948487815254
335,-0.022685860789367455
336,0.052983667484189007
337,0.06073131185870095
338,0.0163242246283917
339,0.03410218851873786
340,-0.05633995698196843
341,0.09578933216827451
342,0.006515082432918677
343,-0.030247373553807966
344,0.07549452085470297
345,0.10345516472744498
346,-0.04714533426543956
347,0.06545488349969213
348,-0.08272176403952351
349,-0.0657081951730338
350,-0.009760625474143603
351,-0.018348049081835998
352,-0.016998733219725826
353,0.08805466479902191
354,0.038803193199276595
355,-0.10090363382292686
356,0.0509648191853717
357,-0.0025292885383136634
358,-0.06564728778780114
359,0.06952787016505543
360,-0.07400960928726723
361,0.03450336210369885
362,-0.10230951306933561
363,0.048384408141608
364,0.031790637306092724
365,-0.09734732809346132
366,0.0068286487450896745
367,0.07754340956641995
368,0.07981220727846591
369,-0.031284468810040086
370,-0.0645538127543954
371,0.05513493889951146
372,-0.057525779988634895
373,0.0843649716768501
374,-0.03431922573188046
375,-0.08547424034666558
376,-0.08649908281176207
377,-0.04343302036686492
378,-0.039141480837971615
379,0.027786084661508347
380,0.088474915706473
381,0.047258025185175585
382,-0.05411840151409881
383,0.05655137021863496
384,-0.09558066294802804
385,-0.0843982189650178
386,-0.023560144927686506
387,-0.04474714698748168
388,-0.09928798302553618
389,0.08688870470769944
390,-0.07690168970518448
391,0.024366490848470358
392,-0.0040658973614754465
393,0.0513335345199951
394,0.06597124452335879
395,0.08463408309663402
396,-0.07954569893710839
397,0.0762644517891179
398,-0.07405826145712419
399,-0.03117467053278662
400,-0.09095541332158232
401,-0.05903383146782065
402,0.08289688721908321
403,-0.025507808311269534
404,0.0931236209883414
405,0.09087638352375119
406,-0.04676004376205491
407,-0.04014938476836801
408,-0.07995890481021235
409,-0.043601484965554146
410,0.09765062349042335
411,0.06804319841527337
412,-0.04051017900532757
413,0.10989395941739244
414,0.0492754781940306
415,-0.03598032769202339
416,-0.0181121620263897
417,0.02457331044638751
418,0.09296224641814611
419,0.024133252729046123
420,0.10588930691594299
421,0.031677557184395445
422,-0.04086692306708032
423,0.04535268472640638
424,-0.10296077089711611
425,0.03834099764714491
426,0.02788393297294985
427,-0.058945191684168084
428,0.02931962976824832
429,0.022815082303704354
430,0.06754597889885307
431,-0.027189916210498224
432,0.05963185378830032
433,0.06588318457100191
434,-0.07539793459889209
435,-0.03962835777785821
436,0.08517323303338979
437,-0.08482900759280293
438,0.03182993924255454
439,-0.06503460025131774
440,0.06468391683701653
441,0.09168098920421991
442,0.08123458920416832
443,0.08624702274767858
444,0.014507319117209382
445,0.07684743915451445
446,0.0006878654057494453
447,0.07641297153426843
448,0.10322394508943487
449,0.011801285015795644
450,0.09541897935910587
451,-0.10111881069027046
452,0.07419333268878113
453,-0.07112571035159974
454,0.06969777334551704
455,-0.015513681545682998
456,0.08967201906505322
457,0.09658106755791133
458,0.02639341347368684
459,0.001101961540037295
460,0.1070509855827879
461,0.03146041242974055
462,0.0782573377858349
463,-0.03489074128848945
464,0.044241205957889405
465,0.005538038745756628
466,0.07155910133053582
467,0.02756431164317726
468,0.006616522906050164
469,-0.031828434816376434
470,-0.050587323247364854
471,0.09612184793898018
472,0.017467680269872467
473,0.10462393974490176
474,-0.026874734278172156
475,-0.03656325032864594
476,0.05537070485879171
477,-0.034152230216914305
478,0.01657769688358891
479,-0.08537356527071838
480,0.10353757122082252
481,-0.01652633470561726
482,0.018488132868779334
483,0.02879797343189094
484,-0.014314825297850609
485,0.09123799563189477
486,0.0842892954856072
487,-0.07364145659215655
488,0.025154435432258312
489,0.00406391616474788
490,0.004674850041939831
491,-0.0058038665971336546
492,0.10333749173276158
493,0.09194801339591717
494,0.006445052330880114
495,-0.10620169506115633
496,0.040555621095046124
497,0.11403300730280469
498,-0.0030914467412217097
499,-0.004132737491415894
500,0.024089857217284946
501,-0.016015484364516348
502,-0.048691951265134925
503,0.013981389940304123
504,0.10503936078355339
505,-0.006709230367248665
506,-0.0001516815528140031
507,0.042658708804552886
508,-0.06020219572537867
509,0.09557872473988249
510,-0.010441914817369608
511,-0.02613834959945488
512,-0.09026523281496154
513,-0.06875481209179786
514,-0.037599698084070085
515,-0.08251510610973607
516,-0.09588221836624879
517,-0.10560173064119249
518,-0.02775614048961189
519,0.08857537051838167
520,-0.08125334246393194
521,-0.050682434316328635
522,-0.061696237675042655
523,0.0714175803427631
524,-0.0012046602052308627
525,-0.03698980546935993
526,0.09679893930114204
527,0.05314577165855532
528,0.11393815307900967
529,-0.032736369924410355
530,-0.09558233263018368
531,0.10166929359076625
532,-0.0024151419480315356
533,0.09761379216882753
534,0.014842654322576879
535,-0.04460485518540382
536,0.020812019858754516
537,0.008595172015654975
538,-0.09188792889754116
539,-0.04030936335140028
540,-0.09834403123264308
541,-0.06543072559654044
542,0.028846617741157037
543,0.01870057165866714
544,-0.0771051283755792
545,0.12161244569207211
546,-0.025339415450241702
547,-0.09403517787136344
548,-0.02026643958176316
549,-0.08660877606945437
550,0.03406645351768686
551,0.022932945267024347
552,-0.014501455754193938
553,0.016165296672161857
554,-0.07932460474378078
555,0.09155783478764101
556,0.0692797349524405
557,-0.003615121279469925
558,0.01616242264758112
559,0.006751755903338796
560,0.041458342370697426
