,0
0,-0.0488168
1,0.011243106
2,-0.05162683
3,0.10381239
4,0.09106684
5,0.087288626
6,-0.019048227
7,0.042202547
8,-0.07310489
9,0.059835408
10,0.014128875
11,-0.024540488
12,-0.07045024
13,0.044093993
14,-0.0050069084
15,0.082835555
16,-0.08923181
17,0.06632249
18,0.014226125
19,0.024866309
20,0.051262643
21,-0.01595051
22,-0.043828405
23,-0.06261023
24,-0.10706384
25,-0.10749676
26,-0.09040873
27,-0.06202603
28,-0.07411468
29,-0.09624844
30,-0.060711786
31,-0.03658437
32,-0.102600686
33,-0.025138687
34,0.052048706
35,0.037304945
36,0.006103987
37,0.098577596
38,-0.037537355
39,0.033323653
40,0.02525703
41,-0.04383245
42,-0.043211218
43,0.07726053
44,-0.082237855
45,0.02026792
46,-0.0868015
47,-0.052275002
48,-0.067558296
49,0.0024905847
50,0.034892514
51,0.055817436
52,-0.07206725
53,0.07495391
54,-0.04463498
55,-0.045412663
56,-0.012503825
57,0.03184755
58,-0.032468267
59,-0.028944649
60,-0.09055172
61,-0.10338466
62,0.01377696
63,-0.052515365
64,-0.11664462
65,0.03463952
66,-0.06607373
67,-0.11174804
68,0.07373996
69,-0.034243673
70,0.027518563
71,0.08287061
72,0.056747526
73,0.07397695
74,-0.016841125
75,-0.0876001
76,0.05661871
77,-0.023390219
78,-0.005885234
79,0.08329407
80,0.05776774
81,-0.08173179
82,0.09184213
83,0.06946173
84,0.040747188
85,0.09154458
86,0.08646006
87,0.11331689
88,-0.044223204
89,0.0081354845
90,-0.02381682
91,0.046529338
92,-0.008737019
93,0.083873466
94,-0.04193191
95,0.12253335
96,0.018393459
97,0.006299974
98,-0.08887696
99,-0.020129947
100,0.0058877473
101,0.022000698
102,0.0147055015
103,0.034729037
104,0.07019926
105,-0.030166429
106,0.012575401
107,0.10655129
108,-0.009268113
109,-0.0069766045
110,0.10036012
111,-0.05942195
112,0.09225085
113,0.042641032
114,0.034921397
115,-0.0565367
116,-0.011004201
117,0.00023594964
118,0.022151338
119,0.115001366
120,0.09524304
121,-0.10643475
122,-0.0259831
123,0.07524446
124,-0.0064127324
125,-0.037616126
126,0.011682158
127,-0.111379296
128,0.007014406
129,-0.007533861
130,0.07690836
131,0.022728987
132,0.031112414
133,-0.0054303315
134,0.04702132
135,-0.003299168
136,-0.0070224362
137,-0.05127937
138,0.05278926
139,-0.09113904
140,0.09737562
141,0.043228246
142,-0.0773802
143,-0.064540684
144,0.043527868
145,-0.010679754
146,-0.012914768
147,-0.06744636
148,0.03649728
149,0.09814626
150,0.05604795
151,0.083756186
152,-0.063438505
153,-0.061720055
154,0.083863825
155,-0.0035409033
156,0.025885882
157,0.022209585
158,-0.04272395
159,-0.05323747
160,-0.013714586
161,-0.0434702
162,-0.032729696
163,0.028685324
164,-0.033706058
165,-0.01254928
166,0.040307604
167,-0.06318404
168,-0.043191113
169,-0.09485955
170,-0.035126332
171,-0.03661882
172,-0.007072394
173,-0.004548651
174,0.10090548
175,-0.08857721
176,-0.025288045
177,0.0018097364
178,-0.09671934
179,-0.025624922
180,0.091114245
181,-0.013715749
182,-0.051200226
183,0.104613036
184,-0.056305114
